Section,Car Model,Base Product,Block,Block 2,Product,Line No.,UV-III 1,UV-III 2,UV-III 4,UV-III 5,UV-III 7,UV-III 8,Arc Welding,Aluminum Coating UV-II,Servo Crimping,Ultrasonic Welding,Cap Insertion,Twisting Primary (Aluminum Short Wires) L=1~3000mm,Twisting Primary (Aluminum Long Wires) L=3001mm~,Twisting Secondary (Aluminum Short Wires) L=1~3000mm,Twisting Secondary (Aluminum Long Wires),Airbag,A/B Sub PC,Manual Insertion to Connector,V type twisting,Twisting Primary (Normal Short Wires) L=1~3000mm,Twisting Primary (Normal Long Wires) L=3001mm~,Twisting Secondary (Normal Short Wires) L=1~3000mm,Twisting Secondary (Normal Long Wires) L=3001mm~,Manual Crimping 2Tons (with gomusen),Manual Crimping 2Tons (normal-single crimp),Manual Crimping 2Tons (normal-double crimp),Manual Crimping 2Tons (to be joint on SW),Manual Crimping 2Tons NSC/ Weld,Manual Crimping 4Tons (normal terminal),Manual Crimping 4Tons (LA terminal),Manual Crimping (NF-F),Manual Crimping 5Tons,Intermediate ripping (UAS) Manual-NF-F,Intermediate ripping (UAS) Joint,Intermediate stripping (KB10),Intermediate stripping (KB10) NSC/ Weld,Joint Crimping 2Tons (PS-800),Joint Crimping 2Tons (PS-700),Joint Crimping 2Tons (PS-017/126),Joint Crimping 2Tons NSC/ Weld,Joint Crimping 4Tons (PS-200),Joint Crimping 5Tons,Manual Taping (Dispenser),Joint Taping (11mm),Joint Taping (12mm),Joint Taping (13mm),Joint Taping (13mm) NSC/ Weld,Intermediate Welding (Electrode 1),Intermediate Welding (Electrode 2),Intermediate Welding (Electrode 3),Intermediate Welding (Electrode 4),Intermediate Welding (Electrode 5),Intermediate Welding 0.13 (Electrode 1),Intermediate Welding 0.13 (Electrode 2),Welding at Head (Electrode 1),Welding at Head (Electrode 2),Welding at Head (Electrode 3),Welding at Head (Electrode 4),Welding at Head (Electrode 5),Welding at Head 0.13 (Electrode 1),Welding at Head 0.13 (Electrode 2),Silicon Injection,Welding Cap Insertion,Welding Taping (13mm),HS Components Insertion,Heat Shrink LA terminal,Heat Shrink (Joint Crimping),Heat Shrink (Welding),Casting C385,STMAC Shieldwire (Nissan),Quick Stripping 927 (Auto),Quick Stripping 311 (Manual),Manual Heat Shrink (Blower) Sumitube,Drainwire Tip,Manual Crimping Shieldwire 2T,Manual Crimping Shieldwire 4T,Joint Crimping 2Tons (PS-800/S-2) SW,Joint Crimping 2Tons (PS-017/SS-2) SW,Manual Blue Taping (Dispenser) SW,Shieldwire Taping,HS Components Insertion SW,Heat Shrink (Joint Crimping) SW,Waterproof pad Press - Joint,Waterproof Pad Press - Weld,Low Viscosity,Air/Water leak test,HIROSE (Sheath stripping) 927R,HIROSE (Unistrip),HIROSE (Acetate Taping),HIROSE (Manual Crimping) 2 tons,HIROSE (Copper taping),HIROSE (HGT17AP crimping),Casting C373,Casting C377,Casting C371,STMAC Aluminum,Manual Crimping 20Tons,Manual Heat Shrink (Blower) Battery,Joint Crimping 20Tons,Dip Soldering (Battery),Ultrasonic Dip Soldering Aluminum,LA molding,Air/Water leak test,Pressure Welding (Dome Lamp),Ferrule - Casting C373,Ferrule - Parts Insertion,Ferrule - Braided wire folding,Outside ferrule insertion,Ferrule - Manual Crimping 2T,Ferrule Crimping,Ferrule - Joint Crimping 2T,Ferrule - Welding at head,Ferrule - Welding Taping,Gomusen Insertion,Point Marking,Picking,Looping,Completion,Shikakari Handler
1,Suzuki Old,33880-50T10,YV7,Battery,33880-50T10(1)-P,*5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1,Suzuki Old,33880-50T20,YV7,Battery,33880-50T20(1)-P,*5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1,Suzuki Old,33880-54SC0,YW0,Battery,33880-54SC0(5)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-56T00,YW0,Battery,33880-56T00-3-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-57U00,YV7,Battery,33880-57U00-P,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,15
1,Suzuki Old,33880-67T10,Y6L,Battery,33880-67T10-1-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-74PA0,Y3J,Battery,33880-74PA0(5)-2-P,5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-74PB0,Y3J,Battery,33880-74PB0(5)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-76R00,Y0C,Battery,33880-76R00-1-P,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-79R00,YD1,Battery,33880-79R00-2-P,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,33880-80P00,YLP,Battery,33880-80P00-1-P,*5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1,Suzuki Old,36061-57U20,YV7,Battery,36061-57U20-P,**5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,8,2,0,0,10,72,0,0,40,12,0,0,0,15,10,0,1,1,20,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,23,3,20,0,3,0,12,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,308
1,Suzuki Old,36061-57U30,YV7,Battery,36061-57U30-P,**5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,8,2,0,0,10,75,0,0,39,16,0,0,0,16,11,0,1,1,22,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,22,2,20,0,3,0,12,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,335
1,Suzuki Old,36061-57U70,YV7,Battery,36061-57U70-P,**5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,8,2,0,0,10,80,0,0,38,17,0,0,0,16,11,0,1,1,22,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,22,2,20,0,3,0,12,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,351
1,Suzuki Old,36064-50T00,YV7,Battery,36064-50T00(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2,1,0,28,12,6,0,0,1,7,0,0,0,15,3,0,1,0,16,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,14,2,12,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231
1,Suzuki Old,36064-50T10,YV7,Battery,36064-50T10(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2,1,0,28,6,4,0,0,2,7,0,0,0,18,4,0,1,1,19,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,18,2,16,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237
1,Suzuki Old,36064-50T20,YV7,Battery,36064-50T20(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2,1,0,28,12,6,0,0,1,7,0,0,0,15,3,0,1,0,16,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,14,2,12,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231
1,Suzuki Old,36064-50T30,YV7,Battery,36064-50T30(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2,1,0,28,6,4,0,0,2,7,0,0,0,18,4,0,1,1,19,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,18,2,16,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237
1,Suzuki Old,36064-50T40,YV7,Battery,36064-50T40(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,1,0,36,13,6,0,0,1,7,0,0,0,16,7,0,1,0,19,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,20,3,17,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272
1,Suzuki Old,36064-50T50,YV7,Battery,36064-50T50(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,1,0,36,7,4,0,0,2,7,0,0,0,18,9,0,1,1,22,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,24,3,21,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,278
1,Suzuki Old,36064-50T60,YV7,Battery,36064-50T60(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,1,0,36,13,6,0,0,1,7,0,0,0,16,7,0,1,0,19,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,20,3,17,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272
1,Suzuki Old,36064-50T70,YV7,Battery,36064-50T70(1)-2-P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,1,0,36,7,4,0,0,2,7,0,0,0,18,9,0,1,1,22,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,0,0,24,3,21,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,278
1,Suzuki Old,36064-50T80,YV7,Battery,36064-50T80(1)-2-P,*5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,1,0,0,14,35,0,0,34,14,0,0,0,16,7,0,1,0,19,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,5,0,0,20,3,17,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273
1,Suzuki Old,36064-50T90,YV7,Battery,36064-50T90(1)-2-P,*5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,1,0,0,14,38,0,0,32,14,0,0,0,17,10,0,1,0,23,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,6,0,0,21,2,19,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,291
1,Suzuki Old,36064-50TA0,YV7,Battery,36064-50TA0(1)-2-P,*5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,1,0,0,12,32,0,0,34,14,0,0,0,15,7,0,1,0,18,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,5,0,0,19,3,16,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285
1,Suzuki Old,36064-50TB0,YV7,Battery,36064-50TB0(1)-2-P,*5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,1,0,0,4,41,0,0,39,14,0,0,0,17,10,0,1,1,22,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5,0,0,24,3,21,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,307
1,Suzuki Old,36064-50TC0,YV7,Battery,36064-50TC0(1)-2-P,*5101/5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,4,1,0,0,4,44,0,0,37,14,0,0,0,18,11,0,1,1,24,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,6,0,0,23,2,21,0,3,0,16,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,334
